characters_araber;Araber
spokentexts_butler_top_a19_butler_verabschieden_tseq_st_5;Vous trouverez bien un moyen.
sequences_butler_top_a19_butler_verabschieden_tseq#6;[The butler leaves.]
texts_frau_top_a19_frau_butler_tseq_title;Le plan de Inch
spokentexts_frau_top_a19_frau_butler_tseq_st_1;Et il ne veut même pas m'expliquer son plan.
spokentexts_frau_top_a19_frau_butler_tseq_st_2;Je ne sais toujours pas quel est le plan de Inch.
spokentexts_frau_top_a19_frau_butler_tseq_st_3;Je suis censé récupérer ces plans et ouvrir une entrée secrète vers la cave sous la salle au trésor.
spokentexts_frau_top_a19_frau_butler_tseq_st_4;Une cave sous la salle au trésor ?
spokentexts_frau_top_a19_frau_butler_tseq_st_5;"Je n'en savais rien. Inch a apparemment appris son existence et ""Monsieur X"" s'est chargé du reste."
spokentexts_frau_top_a19_frau_butler_tseq_st_6;Que prépare-t-il ?
spokentexts_frau_top_a19_frau_butler_tseq_st_7;Je ne sais pas.
spokentexts_frau_top_a19_frau_butler_tseq_st_8_direction;worried
spokentexts_frau_top_a19_frau_butler_tseq_st_8;Je n'aime pas ça.
spokentexts_frau_top_a19_frau_butler_tseq_st_9;Moi non plus.
texts_frau_top_a19_frau_grundriss_tseq_title;Disposition
spokentexts_frau_top_a19_frau_grundriss_tseq_st_1;Les plans montre la cave sous la salle au trésor ainsi que deux entrées.
spokentexts_frau_top_a19_frau_grundriss_tseq_st_2;L'une d'elles est par ici. Mais elle semble verrouillée.
sequences_frau_top_a19_frau_grundriss_tseq#2;[The Arab points towards the wall behind the statue.]
spokentexts_frau_top_a19_frau_grundriss_tseq_st_3;Et l'autre ?
spokentexts_frau_top_a19_frau_grundriss_tseq_st_4;Elle est sur le toit. Et il y a des escaliers qui mène d'un grenier à la cave.
spokentexts_frau_top_a19_frau_grundriss_tseq_st_5;Et comment es-tu censé accéder au grenier ?
spokentexts_frau_top_a19_frau_grundriss_tseq_st_6_direction;thoughtful, studied the plan
spokentexts_frau_top_a19_frau_grundriss_tseq_st_6;Là est la question...
sequences_frau_top_a19_frau_grundriss_tseq#7;[The Arab begin again to study the plan.]
spokentexts_frau_top_a19_frau_grundriss_tseq_st_7;Il y a un petit triangle sur le toit, avec trois chiffres à côté : 3, 6 et 2.
spokentexts_frau_top_a19_frau_grundriss_tseq_st_8;Une sorte de code ?
spokentexts_frau_top_a19_frau_grundriss_tseq_st_9;Je vais aller jeter un oeil... Tout va bien se passer.
sequences_frau_top_a19_frau_grundriss_tseq#11;[The Arab looks back up.]
spokentexts_frau_top_a19_frau_grundriss_tseq_st_10;J'aimerais être aussi optimiste.
texts_frau_top_a19_frau_schiff_tseq_title;Évènements à bord du navire
spokentexts_frau_top_a19_frau_schiff_tseq_st_1;Tout va bien. Je suis parvenu à arrêter le docteur.
spokentexts_frau_top_a19_frau_schiff_tseq_st_2;À propos du navire... Je suis parvenu à arrêter le docteur.
spokentexts_frau_top_a19_frau_schiff_tseq_st_3;Que lui est-il arrivé ?
spokentexts_frau_top_a19_frau_schiff_tseq_st_4;Inch.
spokentexts_frau_top_a19_frau_schiff_tseq_st_5_direction;shocked
spokentexts_frau_top_a19_frau_schiff_tseq_st_5;Tu veux dire que...
spokentexts_frau_top_a19_frau_schiff_tseq_st_6;Je n'ai rien pu faire.
texts_frau_top_a19_frau_verabschieden_tseq_title;Dire au revoir
spokentexts_frau_top_a19_frau_verabschieden_tseq_st_1;C'est l'heure du grand final, non ?
spokentexts_frau_top_a19_frau_verabschieden_tseq_st_2_direction;softly, encouragingly
spokentexts_frau_top_a19_frau_verabschieden_tseq_st_2;Fais attention à toi.
spokentexts_frau_top_a19_frau_verabschieden_tseq_st_3;Toi aussi.
sequences_frau_top_a19_frau_verabschieden_tseq#3;[The two are looking each other in love, smiling.]
spokentexts_frau_top_a19_frau_verabschieden_tseq_st_4;Le plan parait toujours tout simple avant de devoir le mettre en pratique, n'est-ce pas ?
spokentexts_frau_top_a19_frau_verabschieden_tseq_st_5;Oui. Mais ce n'est pas aussi excitant !
sequences_frau_top_a19_frau_verabschieden_tseq#6;[The woman smiles at him, then turns and walks away.]
sequences_frau_top_a19_frau_verabschieden_tseq#7;[The Arab looks her briefly happy, then he pulls himself together and looks at the plan.]
spokentexts_frau_top_a19_frau_verabschieden_tseq_st_6;OK. Je dois ouvrir la porte de la cave. C'est parti !
sequences_frau_top_a19_frau_verabschieden_tseq#9;[The Arab folds the plan and takes it.]
texts_wache_top_a19_wache_andere_besucher_tseq_title;Visiteurs dans le musée
spokentexts_wache_top_a19_wache_andere_besucher_tseq_st_1;Mais il y a des visiteurs dans le musée !
spokentexts_wache_top_a19_wache_andere_besucher_tseq_st_2_direction;bored
spokentexts_wache_top_a19_wache_andere_besucher_tseq_st_2;Sélectionnés avec attention par le Directeur Mokhtar. Ou ils ont une invitation.
spokentexts_wache_top_a19_wache_andere_besucher_tseq_st_3;Ai-je une chance d'obtenir une telle invitation ?
sequences_wache_top_a19_wache_andere_besucher_tseq#3;[The guard looks up from his newspaper, looks at the Arab.]
spokentexts_wache_top_a19_wache_andere_besucher_tseq_st_4;Vous ? Non.
sequences_wache_top_a19_wache_andere_besucher_tseq#5;[The guard looks back at the paper.]
texts_wache_top_a19_wache_bitten_tseq_title;S'il vous plait !
spokentexts_wache_top_a19_wache_bitten_tseq_st_1;Pouvez-vous me laisser entrer S'IL VOUS PLAIT ?
spokentexts_wache_top_a19_wache_bitten_tseq_st_2;Mon bateau reprend la mer ce soir et je ne peux pas quitter l'Égypte sans avoir vu une momie !
spokentexts_wache_top_a19_wache_bitten_tseq_st_3_direction;bored
spokentexts_wache_top_a19_wache_bitten_tseq_st_3;Prenez une pelle et allez dans le désert. Vous aurez peut être de la chance.
texts_wache_top_a19_wache_firma_anders_einigen_tseq_title;Arriver à un arrangement...
spokentexts_wache_top_a19_wache_firma_anders_einigen_tseq_st_1;Ne peut-on pas s'arranger ? J'ai un boulot à faire.
spokentexts_wache_top_a19_wache_firma_anders_einigen_tseq_st_2;Moi aussi.
spokentexts_wache_top_a19_wache_firma_anders_einigen_tseq_st_3;Et ce n'est pas compliqué : ne laisser personne entrer dans le musée s'ils n'ont rien à y faire.
spokentexts_wache_top_a19_wache_firma_anders_einigen_tseq_st_4;Mais mon patron a dit...
sequences_wache_top_a19_wache_firma_anders_einigen_tseq#4;"[The Guard makes a ""hush-hush"" gesture with his hand, then he takes the newspaper and starts to read again.]"
sequences_wache_top_a19_wache_firma_anders_einigen_tseq#5;[The Arab want to say something, but then he gives up frustrated and goes out.]
texts_wache_top_a19_wache_firma_liste_tseq_title;Il doit être sur la liste !
spokentexts_wache_top_a19_wache_firma_liste_tseq_st_1;Mais il doit être sur la liste ! Mon patron m'a dit que tout était arrangé !
spokentexts_wache_top_a19_wache_firma_liste_tseq_st_2;Et le mien a dit de ne pas laisser rentrer quiconque n'étant pas sur la liste.
spokentexts_wache_top_a19_wache_firma_liste_tseq_st_3;Au revoir.
sequences_wache_top_a19_wache_firma_liste_tseq#3;"[The Guard makes a ""hush-hush"" gesture with his hand, then he takes the newspaper and starts to read again.]"
sequences_wache_top_a19_wache_firma_liste_tseq#4;[The Arab want to say something, but then he gives up frustrated and goes out.]
texts_wache_top_a19_wache_handwerker_ja_tseq_title;Oui, je suis un ouvrier
spokentexts_wache_top_a19_wache_handwerker_ja_tseq_st_1;Bien sûr que je suis un ouvrier !
sequences_wache_top_a19_wache_handwerker_ja_tseq#2;[The guard picks up the clipboard. He focused the cap of the Arab, trying to read the writing. Then he looks through the list.]
spokentexts_wache_top_a19_wache_handwerker_ja_tseq_st_4;Votre entreprise n'est pas sur la liste.
sequences_wache_top_a19_wache_handwerker_ja_tseq#5;[The Guard puts back the clipboard.]
texts_wache_top_a19_wache_handwerker_nein_tseq_title;Je veux juste jeter un oeil
spokentexts_wache_top_a19_wache_handwerker_nein_tseq_st_1;Je suis un ouvrier. C'est ma pause et je voulais jeter un oeil au musée.
spokentexts_wache_top_a19_wache_handwerker_nein_tseq_st_2;Pas aujourd'hui, désolé.
spokentexts_wache_top_a19_wache_handwerker_nein_tseq_st_3;Seuls les invités et les ouvriers travaillant sur des projets particuliers sont autorisés.
spokentexts_wache_top_a19_wache_handwerker_nein_tseq_st_4;Mon boulot est particulier... Allez. Je ne le dirai à personne !
sequences_wache_top_a19_wache_handwerker_nein_tseq#4;[The guard picks up the clipboard and it shows it the Arab. He glances at the cap of the Arab, to read the words.]
spokentexts_wache_top_a19_wache_handwerker_nein_tseq_st_5;"Tous les invités et les ouvriers sont sur la liste.... et ""Hamid"" ne l'est pas."
sequences_wache_top_a19_wache_handwerker_nein_tseq#6;[The Guard puts back the clipboard.]
sequences_wache_top_a19_wache_handwerker_nein_tseq#7;[The Arab want to say something, but then he gives up frustrated and goes out.]
texts_wache_top_a19_wache_verabschieden_tseq_title;Dire au revoir
spokentexts_wache_top_a19_wache_verabschieden_tseq_st_1_direction;tired
spokentexts_wache_top_a19_wache_verabschieden_tseq_st_1;Tant pis. À plus tard.
spokentexts_wache_top_a19_wache_verabschieden_tseq_st_2;Vous aurez plus de chance la prochaine fois.
spokentexts_wache_top_a19_wache_verabschieden_tseq_st_3_direction;sarcastic
spokentexts_wache_top_a19_wache_verabschieden_tseq_st_3;C'est trop gentil.
sequences_wache_top_a19_wache_verabschieden_tseq#3;[The Arab goes back to the door.]
texts_shotchange_vortreppe_mo;Descendre
texts_shotchange_zumeingang_mo;Monter
texts_a19_seite_draht_mo_inventar_2;Tige tordue
